2009-0414, Bacoor
2009-0414, Dasmarinas
2009-0414, Cavite city (Cavite
2009-0414, Region IV-A); Infanta (Quezon
2009-0414, Region IV-A); Magsaysay
2009-0414, San Jose (OCC Mindoro
2009-0414, Region IV-B); Naga city
2009-0414, Sangay
2009-0414, Pasacao (Camarines Sur
2009-0414, Region V); San Pascuan (Masbate
2009-0414, Region V)
2009-0414, Pioduran (Albay
2009-0414, Region V); Pilar (Sorgoson
2009-0414, Region V); Zamboanga city (Zamboanga Del Sur
2009-0414, Region IX); Kalamasig (Sultan Kudarat
2009-0414, Region XII); Kabugao (Apayo
2009-0414, CAR); Kabayan (Benguet
2009-0414, CAR)
2009-0422,NCR; La Union
2009-0422, Pangasinan
2009-0422, Ilocos Norte
2009-0422, Ilocos Sur
2009-0422, (Region I); Isabela
2009-0422, Nueva Vizcaya
2009-0422, Cayagan (Region II); Aurora
2009-0422, Bulacan
2009-0422, Pampanga
2009-0422, Zambales
2009-0422, Nueva Ecija
2009-0422, Tarlac (Region III); Quezon
2009-0422, (Region IV-A); Albay
2009-0422, Camarines Sur
2009-0422, Catanduanes
2009-0422, Sorsogon (Region V); Negros Occidental (Region VI); Apayao
2009-0422, Mt.Province
2009-0422, Kalinga
2009-0422, Benguet
2009-0422, Abra (CAR)
2009-0478,NCR; Aurora
2009-0478, Bataan
2009-0478, Bulacan (Region III); Batangas
2009-0478, Cavite
2009-0478, Laguna
2009-0478, Quezon
2009-0478, Rizal (Region IV-A); Occidental Mindoro
2009-0478, Oriental Mindoro (REgion IV-B); Albay
2009-0478, Camarines Norte
2009-0478, Damarines Sur (Region V)
2009-0521,Agusan del Norte province (Caraga); Region VII; Region X
2009-0606,Panay
2009-0606, Negros
2009-0606, Mindanao Islands
2010-0383,Sitio Sabitan
2010-0383, Santo Rosario
2010-0383, Malolos city
2010-0383, Bulacan (REgion III); Navostas West
2010-0383, Navotas city (NCR); REgion IV-B
2010-0543,Aringuay
2010-0543, Bangar (La Union
2010-0543, Ilocos region); Bolinao (Pangasinan); Aparri
2010-0543, Claveria
2010-0543, Gonzaga
2010-0543, Iguig
2010-0543, Lasam
2010-0543, Rizal
2010-0543, Santa Aba
2010-0543, Santa Praxedes
2010-0543, Santa Teresita
2010-0543, Santo NIno
2010-0543, Tiao (Cagayan
2010-0543, Cagayan Valley); Dinapigue
2010-0543, Divilacan
2010-0543, San Mariano
2010-0543, Santa Maria (Isabela); Casiguran
2010-0543, Dilasag
2010-0543, Dinalungan (Auroa
2010-0543, Central Luzon); Bagio city
2010-0543, Itogon
2010-0543, La Trinidad
2010-0543, Tublay (Benguet
2010-0543, CAR); Pinukbuk
2010-0543, Tabuk (Kalinga
2010-0543, CAR); Tadian (Mountain province
2010-0543, CAR)
2011-0157,NCR; Bulacan
2011-0157, Zambales (Region III); Albay
2011-0157, Camarines Norte
2011-0157, Camarines Sur
2011-0157, Masbate
2011-0157, Sorsogon (Region V);  Cebu (Region VII); Eastern Samar
2011-0157, Leyte
2011-0157, Northern Samar
2011-0157, Western Samar (Region VIII)
2011-0203,Region IV-A
2011-0203, IV-B
2011-0203, III
2011-0203, NCR
2011-0231,NCR; Pangasinan (REgion I - Ilocos Norte); Bataan
2011-0231, Bulacan
2011-0231, Nueva Ecija
2011-0231, Pampanga
2011-0231, Tarlac
2011-0231, Zambales (Region III - Central Luzon); Batangas
2011-0231, Cavite
2011-0231, Rizal (Region IV-A - Calabarzon); Albay
2011-0231, Camarines Sur (Region V - Bicol Region)
2011-0272,La Pinas (NCR); Nueva Ecija (Region III); Cavite
2011-0272, Quezon (Region IV-A); Marinduque (Region IV-B); Albay
2011-0272, Catanduanes
2011-0272, Camarines Sur
2011-0272, Camarinas Norte
2011-0272, Sorsogon
2011-0272, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR)
2011-0279,Mandaluyong
2011-0279, Marikina
2011-0279, Quezon
2011-0279, San Juan cities (NCR); Japalit (Pampanga)
2011-0279, Paniqui (Tarlac) - Region III; Calatagan
2011-0279, Malvar (Batangas)
2011-0279, Antopolo city
2011-0279, Rodriguez
2011-0279, San Mateo (Rizal) - Region IV
2011-0341,Quezon city (NCR); Pangasinan
2011-0341, Ilocos Norte
2011-0341, Ilocos Sur (Region I); Zambales
2011-0341, Bulacan (Region III); Iloilo (Region IV); Benguet
2011-0341, Abra
2011-0341, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)
2011-0378,Ilocos Sur
2011-0378, La Union
2011-0378, Pangasinan (Region I - ILOCOS Region); Cagayan
2011-0378, Isabela
2011-0378, Nueva Vizcaya
2011-0378, Quirino (Region II - Cagayan Valley); Aurora
2011-0378, Bulacan
2011-0378, Nueva Ecija
2011-0378, Pampanga
2011-0378, Tarlac
2011-0378, Zambales (Region III - Central Luzon); Apayao
2011-0378, Benguet
2011-0378, Ifugao
2011-0378, Kalinga
2011-0378, Mountain Province (CAR Region);
2011-0379,NCR; Ilocos Norte
2011-0379, Ilocos Sur
2011-0379, Pangasinan (Region I - Ilocos region); Cagayan
2011-0379, Isabela
2011-0379, Nueva Vizcaya
2011-0379, Quirino (Region II - Cagayan Valley); Aurora
2011-0379, Bataan
2011-0379, Bulacan
2011-0379, Nueva Ecija
2011-0379, Pampanga
2011-0379, Tarlac
2011-0379, Zambales (Region III - Central Luzon); Batangas
2011-0379, Cavite
2011-0379, Laguna
2011-0379, Quezon
2011-0379, Rizal (Region IV-A - Calabarzon); Occidental Mindoro
2011-0379, Oriental Mindoro
2011-0379, Romblon (Region IV-B - Mimaropa); Albay
2011-0379, Camarines Norte
2011-0379, Camarines Sur
2011-0379, Catanduanes (Region V - Bicol); Antique
2011-0379, Iloilo (Region VI - Western Visayas); Abra
2011-0379, Apayao
2011-0379, Benguet
2011-0379, Ifugao
2011-0379, Kalinga
2011-0379, Mountain Province (Region IV) 
2011-0384,Oriental Mindoro
2011-0384, Romblon (Region IV-B - Mimaropa); Capiz
2011-0384, Iloilo
2011-0384, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Southern Leyte (Region VIII - Eastern Visayas); Misamis Oriental (Region X - Northern Mindanao); South Cotabato (Region XII - Soccskargen); Dinagat Isl. (Region XIII - Caraga)
2011-0519,Cagayan de Oro (Mindanao); Negros Oriental
2011-0519, Czbu (Region VII); Zamboanga del Norte (Region IX); Misamis Oriental
2011-0519, Lanao del Norte
2011-0519, Bukidnon (Region X); Compostela Valley (Region XI); Surigao del Sur (Caraga); Lanao del Sur (ARMM)
2011-0555,Taguig city (NCR); Isabela (Region II - Cagayan valley); Albay
2011-0555, Camarines Norte
2011-0555, Camarines Sur
2011-0555, Catanduanes
2011-0555, Sorsogon (Region V - Bicol region); Zamboanga del Sur (Region IX - Zamboanga Peninsula ); Bukidnon (Region X - Northern Mindanao); Compostela valley
2011-0555, Davao del Norte (Region XI - Davao region); Lanao del Sur
2011-0555, Maguindanao (ARMM)
2011-0576,
2012-0260,ICR; Locos Sur
2012-0260, Pangasinan (Region I - Ilocos region); Cagayan (REgion II - Cagayan Valley); Bataan
2012-0260, Bulacan
2012-0260, Nueva Ecija
2012-0260, Pampanga
2012-0260, Tarlac (Region III - Central Luzon; Batangas
2012-0260, Cavite
2012-0260, Laguna
2012-0260, Zal Region IV-A - Calabarzon); Occidental Mindoro (Region IV-B - Mimaropa); Klan
2012-0260, Antique
2012-0260, Loilo
2012-0260, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Lanao del Norte
2012-0260, Misamis Oriental (REion X - Northern Mindanao); Cotabato (Region XII - Soccsksargen); Benguet
2012-0260, Ifugao
2012-0260, Kalinga
2012-0260, Mountain province (CAR);
2012-0294,
2012-0296,La Union (Region I)
2012-0374,Muntinlupa city (BRC); Zamboanga del Norte
2012-0406,
2012-0434,NCR
2012-0434, Region III
2012-0463,Zambales (Region III)
2012-0463, Occidental Mindoro (Region IV-B)
2012-0500,Davao Oriental
2012-0500, Compostela Valley
2012-0540,Mimaropa (Region IV-B); Bicol (Region V); Western Visayas (Region VI); CEntral Visayas (REgion VII); Eastern Visayas (REgion VIII)
2013-0036,Palawan
2013-0036, Oriental Mindoro provinces (Region IV-B -Mimaropa); Zamboanga del Norte (Region IX - Zamboanga peninsula); Compostela Valley
2013-0036, Davao del Norte (Region XI - Dvao region)
2013-0258,Visayas
2013-0258, Luzon
2013-0272,Ilocos Region
2013-0272, Cagayan Valley; Central Luzon; Aurora  province
2013-0373,Baccara
2013-0373, Solsona
2013-0373, Pagydpud
2013-0373, Ilocos Norte
2013-0373, Dagupan city
2013-0373, Pangasinan (Region I); Tuba
2013-0373, Benguet (Region CAR; Paniqui
2013-0373, Tarlac
2013-0373, Dingalan
2013-0373, Aurora (Region III); Santa Cruz
2013-0373, Laguna
2013-0373, Talisay
2013-0373, Batangas
2013-0373, Isla Verde (Region IV-A); Lubang
2013-0373, Mansalay
2013-0373, Oriental Mindoro
2013-0373, Occidental Mindoro (Region IV-B); Caramoran
2013-0373, Catanduanes (Region V); Jordan
2013-0373, Guimaras
2013-0373, Bago city
2013-0373, Negros Occidental (Region VI)
2013-0378,Oriental Mindoro (Rehion IV-B); Region VII; Leyte (Region VII); Zamboanga del Norte (Region IX); Bukidnon
2013-0378, Lanao del Norte  (Region X); Compostela Valley
2013-0378, Davao del Norte
2013-0378, Davao del Sur
2013-0378, Davo Oriental (Region XI); Cotabato (Region XII); Agusan del Norte
2013-0378, ARMM
2013-0378, Maguindanao (Region XIII)
2013-0430,Aurora
2013-0430, Bulacan
2013-0430, Nueva Ecija
2013-0430, Nueva Vizcaya
2013-0430, Pampanga
2013-0430, Pangasinan
2013-0430, Tarlac
2013-0430, Zambales provinces (Central Luzon)
2013-0433,Samar
2013-0433, Leyte
2013-0433, Cebu
2013-0433, Iloilo
2013-0433, Capiz
2013-0433, Aklan and Palawan provinces
2013-0437,Ilocos Norte
2013-0437, Cagayan
2013-0437, Apayao (Luzon island)
2014-0020,Budidnon
2014-0020, Camiguin
2014-0020, Lanao del Norte
2014-0020, Misamis Oriental
2014-0020, Misamis Occidental (Region X
2014-0020, Northern Mindanao); Compostela Valley
2014-0020, Davao del Norte
2014-0020, Davao del Sur
2014-0020, Davao Oriental (Region XI
2014-0020, Davao Region);  Cotabato (Region XII
2014-0020, Soccsksargen); Agusan del Norte
2014-0020, Agusan del Sur
2014-0020, Dinagat Islands
2014-0020, Sutigao del Norte
2014-0020, Surigao del Sur
2014-0020, ARMM (Region XIII
2014-0020, Caraga)
2014-0055,Antiqu
2014-0055, Negros Occidental (Rrgion VI
2014-0055, Western VIsayas); Cebu (Region VII
2014-0055, Central Visayas); Biliran
2014-0055, Leyte
2014-0055, Southern Leyte (Region VIII
2014-0055, Eastern Visayas); Agusan del Norte
2014-0055, Dinagat Isl.
2014-0055, Surigao del Norte (Region XIII
2014-0055, Caraga)
2014-0227,Navotas city
2014-0227, Las pinas
2014-0227, Pasig
2014-0227, Pasay
2014-0227, Paranaque
2014-0227, Mandaluyong
2014-0227, Quezon city
2014-0227, Muntinlupa
2014-0227, Malabon
2014-0227, Marikina
2014-0227, Manila
2014-0227, Taguig
2014-0227, Caloolan city
2014-0227, Valenzuela (NCR); Regions III
2014-0227, IV-A
2014-0227, IV-B
2014-0227, V and VIII
2014-0227, Albay and Camarines Sur
2014-0227, Naga city.
2014-0240,Region II
2014-0240, Batanes province
2014-0240, Cagayan province
2014-0240, Region IV-A
2014-0240, Region IV-B
2014-0240, Rodriguez Rown
2014-0240, Rizal province.
2014-0330,Papamga
2014-0330, Dagupan city (Pangasinan)
2014-0330, Pangasinan 1-Lingayen
2014-0330, Manilla
2014-0390,NCR; Ilocos Norte
2014-0390, La Union
2014-0390, Pangasonan (Region I - Ilocos REgion); Cagayan
2014-0390, Isabela
2014-0390, Nueva Vizcaya (Region II - Cagayan valley); Aurora
2014-0390, Bataan
2014-0390, Bulacan
2014-0390, Nueva Ecija
2014-0390, Pampanga
2014-0390, Tarlac
2014-0390, Zambales (Region III - Central Luzon); Negros Occidental (Region VI - Western Visayas); Rizal (Region IV-A - Calabarzon); Apayao
2014-0390, Benguet
2014-0390, Kalinga
2014-0390, Mountain province (CAR)
2014-0474,Palawan (region IV-B
2014-0474, Mimaropa); Negros Occidental (Region VI
2014-0474, Western Visayas); Bohol
2014-0474, Cebu
2014-0474, Negros Oriental (Region VII
2014-0474, Central Visayas); Southern Leyte (Region VIII
2014-0474, Eastern Visayas); Misamis Occidental
2014-0474, Misamis Oriental (Region X
2014-0474, Nothern Mindanao); Davao del Sur (Region XI
2014-0474, Davao region); Dinagat Isl.
2014-0474, Surigao del Norte
2014-0474, Surigao del Sur (Region XIII
2014-0474, Caraga)
2014-0479,NCR; Battan (Region III (Central Luzon); Barangas
2014-0479, Cavite
2014-0479, Laguna
2014-0479, Quezon
2014-0479, Rizal (Region IV-A
2014-0479, Calabarzon); Marinduque
2014-0479, Occidental Mindoro
2014-0479, Oriental MIndoro
2014-0479, Palawan
2014-0479, Romblon (Region IV-B
2014-0479, Mimaropa); Albay
2014-0479, Camarines Norte
2014-0479, Camarines Sur
2014-0479, Catanduanes
2014-0479, Masbate
2014-0479, Sorsogon (Region V
2014-0479, Bicol region); Aklan
2014-0479, Antique
2014-0479, Capiz
2014-0479, Guimaras
2014-0479, Iloilo
2014-0479, Negros Occidental (Region VI
2014-0479, Wesern Visayas); Bohol
2014-0479, Cebu
2014-0479, Negros Oriental
2014-0479, Soquijor (Region VII
2014-0479, Central Visayas); Biliran
2014-0479, Eastern Samar
2014-0479, Leyte
2014-0479, Northern Samar
2014-0479, Western Samar
2014-0479, Southern Leyte (Region VIII
2014-0479, Eastern Visayas); Agusan del NOrte
2014-0479, Agusan del Sur
2014-0479, Surigao del Sur
2014-0479, Surigao del nOrte
2014-0479, Surigao del Sur (REgion XIII
2014-0479, CAraga)
2014-0497,Palawan (Region IV-Mimaropa); Antique
2014-0497, Capiz
2014-0497, Negros Occidental (Region IV-Western Visayas); Bohol
2014-0497, Cebu
2014-0497, Siquijor (Region VII - Central Visayas); Leyte
2014-0497, Western Samar
2014-0497, Southern Leyte (Region VIII - Eastern Visayas); Zamboanga del Sur (Region IX - Zamboanga Peninsula); Bukidnon
2014-0497, Camiguion
2014-0497, Lanao del Norte
2014-0497, Misamis Oriental (Region X - Northern Mindanao); Compostela Valley
2014-0497, Davao del Norte
2014-0497, Davao Oriental (Region - Davao Region); Agusan del NOrte
2014-0497, Agusan del Sur
2014-0497, Dinagat Islands
2014-0497, Surigao del Norte
2014-0497, Surigao del Sur (Region XIII - Caraga)
2015-0017,Albayn Camarines Norte
2015-0017, Catanduanes
2015-0017, Sorsogon (Region V - Bicol region); Cebu (Region VII - Central Visayas); Eastern Samar
2015-0017, Western Samar (Region VIII - Eastern Visayas)
2015-0105,Isabela (Region II
2015-0105, Cagayan Valley); Aurora (Region III
2015-0105, Central Luzon)
2015-0176,Benito Soliven
2015-0176, Dinapigue
2015-0176, Dilvilacan
2015-0176, Maconacon
2015-0176, Palanan (Isabela province); Aparri
2015-0176, Buguey
2015-0176, Calayan
2015-0176, Gonzaga
2015-0176, Santa Ana
2015-0176, Santa Teresita (Cagayan province)
2015-0244,
2015-0278,Ilocos Norte
2015-0278, Ilocos Sur
2015-0278, La Union (Region 1); Palawan (Region IV-B)
2015-0278, Benguet
2015-0278, Abra
2015-0278, Lainga (CAR)
